A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Explain the role of data in different styles of business;,10,99,84.14,93.3,25.77,10,30,80,40,0,0,0,0,0,0,0,0,10,30,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0
Explain the role of drugs in prevention and treatment of specific diseases.,12,99,95.2,23.51,25.77,12,41.67,91.67,41.67,0,0,0,0,0,0,0,0,8.33,25,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,8.33,0,0,0,8.33,0,0,0,0,0,16.67,0,16.67,0,0,8.33,0,0,0,0,8.33,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
Explain the role of equilibrium and kinetic processes in biology and apply these to the concepts of enzyme catalysis.,19,99,85.38,4.05,25.77,19,36.84,63.16,47.37,5.26,0,0,0,0,0,0,5.26,10.53,21.05,0,0,10.53,0,5.26,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
"Explain the role of government and their agencies, NGOs and the community in the development and implementation of health policy;",20,98.58,97.69,3.37,25.77,20,30,95,50,5,5,0,0,0,0,5,0,15,15,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,15,5,0,10,0,0,0,5,0,5,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,5,0,0,0,0,0,0,0
"Explain the role of government and their agencies, non-government organisations (NGOs) and the community in the development and implementation of health policy.",23,98.23,95.89,2.02,25.77,23,34.78,86.96,43.48,4.35,4.35,0,0,0,0,4.35,0,13.04,13.04,0,0,13.04,0,4.35,0,0,0,0,0,0,0,0,0,0,0,17.39,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,4.35,0,4.35,0,0,17.39,4.35,0,13.04,0,0,0,4.35,0,4.35,0,4.35,0,26.09,0,0,0,0,0,0,0,0,0,0,0,21.74,4.35,4.35,0,0,0,0,4.35,0,0,8.7,0
"Explain the role of governments on formulating, implementing and enforcing modern food law at the national and international level.",19,99,85.38,99,25.77,19,36.84,84.21,36.84,0,0,0,0,0,0,0,0,10.53,15.79,0,0,10.53,0,5.26,10.53,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,5.26,0,0,0,5.26,10.53,0,0,10.53,0,0,0,5.26,0,31.58,0,26.32,5.26,10.53,0,0,0,0,0,0,0,0,0,0,0,10.53,5.26,5.26,0,0,0,0,0,0,0,0,0
Explain the role of groundwater in maintaining river flows and sustaining ecosystems;,12,99,95.2,98.01,25.77,12,41.67,66.67,33.33,0,0,0,0,0,0,0,0,8.33,16.67,0,0,8.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,25,8.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0
"Explain the role of hormones produced by the pituitary, hypothalamus, ovary and testis and their interactions, regulation and mode of action",21,96.66,97.14,2.82,25.77,21,33.33,80.95,42.86,4.76,4.76,0,0,0,0,4.76,0,9.52,14.29,0,0,14.29,0,4.76,0,0,0,0,0,0,0,0,0,0,0,19.05,0,0,0,0,9.52,4.76,4.76,0,0,0,0,0,0,0,0,9.52,4.76,4.76,4.76,0,9.52,4.76,0,4.76,0,0,0,4.76,0,4.76,4.76,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0
"Explain the role of key factors influencing the design and operation of health and social care systems (including politics, ideologies, resources and funding).",23,98.23,90.38,1,93.61,23,43.48,78.26,34.78,0,0,0,0,0,0,0,0,8.7,13.04,0,0,13.04,0,8.7,4.35,0,0,0,0,4.35,4.35,0,0,0,0,13.04,0,0,0,0,8.7,4.35,4.35,0,0,0,0,0,0,0,0,8.7,0,8.7,0,0,13.04,4.35,0,8.7,0,0,0,8.7,0,0,0,0,0,13.04,0,0,4.35,0,0,0,0,0,0,0,0,21.74,4.35,8.7,0,0,0,0,0,0,0,8.7,0
"Explain the role of molecules, cells, tissues, organs and systems in ensuring homeostasis and effective functioning of the body;",19,99,85.38,19.27,25.77,19,42.11,57.89,36.84,0,0,0,0,0,0,0,0,10.53,15.79,0,0,10.53,0,5.26,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,10.53,10.53,5.26,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,21.05,0,15.79,0,5.26,0,0,0,0,0,0,0
Explain the role of nutrients and other food components in the modulation of gene expression on a global scale (Nutrigenomics and Epigenetics),22,99,81.84,61.34,25.77,22,31.82,68.18,45.45,4.55,0,0,0,0,0,0,4.55,13.64,18.18,0,0,9.09,0,4.55,0,0,0,0,0,0,0,0,0,0,0,13.64,0,0,0,0,9.09,4.55,0,0,0,0,4.55,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,4.55,0,13.64,0,13.64,0,0,4.55,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0
Explain the role of other therapeutic (non-drug) interventions in prevention and treatment of specific diseases.,16,99,73.4,35.37,25.77,16,43.75,81.25,37.5,6.25,0,0,0,0,0,0,6.25,6.25,18.75,0,0,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,18.75,6.25,0,0,0,6.25,6.25,0,0,0,0,18.75,0,18.75,0,0,6.25,0,0,0,0,6.25,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6.25,0,0,0,0,0,6.25,0,0,12.5,0
"Explain the role of plants, vegetation and microorganisms in ecosystem functioning;",11,99,96.52,31.94,25.77,11,45.45,63.64,36.36,0,0,0,0,0,0,0,0,9.09,18.18,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,9.09,0,9.09,0,0,0,0,0,0,0
"Explain the role of psychosocial variables in health and illness states, and deficiencies in the biomedical model;",17,99,88.03,28.81,25.77,17,35.29,70.59,41.18,0,0,0,0,0,0,0,0,11.76,17.65,0,0,11.76,0,5.88,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,11.76,5.88,0,0,5.88,0,0,0,0,0,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0,5.88,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,5.88,0,5.88,0,0,0,0,0,0,0
Explain the role of social policy implementations upon their everyday social work practice in keeping with the expectations of the Australian Association of Social Workers Practice Standards for Social Workers,30,99,99,3.37,25.77,30,40,86.67,40,6.67,3.33,0,0,0,0,3.33,3.33,10,23.33,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,23.33,0,0,0,0,10,3.33,0,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,36.67,16.67,16.67,10,0,0,0,13.33,3.33,10,0,6.67,3.33,23.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Explain the role of statistical methods in evidence-based health care.,11,99,96.52,85.21,99,11,36.36,81.82,27.27,0,0,0,0,0,0,0,0,9.09,18.18,0,0,0,0,27.27,0,0,0,0,0,9.09,9.09,0,0,0,0,18.18,0,0,0,0,27.27,18.18,9.09,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,18.18,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,0,0,0
Explain the role of the consumer and carers in mental health care,12,99,95.2,23.51,99,12,16.67,91.67,41.67,0,0,0,0,0,0,0,0,16.67,16.67,0,0,8.33,0,16.67,8.33,0,0,0,0,8.33,8.33,0,0,0,0,16.67,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,16.67,0,8.33,0,8.33,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Explain the role of the law and the criminal justice system in society.,13,99,98.93,17.46,25.77,13,30.77,92.31,46.15,0,0,0,0,0,0,0,0,23.08,15.38,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,23.08,0,0,0,7.69,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
"Explain the role of the midwife and collaborative practice related to challenges for women with complex obstetric and medical conditions, including the interventions required during the childbearing period",28,99,92.33,30.01,87.2,28,50,82.14,42.86,0,0,0,0,0,0,0,0,14.29,21.43,0,0,7.14,0,3.57,3.57,0,0,0,0,3.57,3.57,0,0,0,0,14.29,0,0,3.57,0,10.71,10.71,0,0,0,0,0,0,0,0,0,3.57,0,3.57,0,0,10.71,3.57,7.14,0,0,0,0,7.14,0,7.14,0,0,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,3.57,0,3.57,0,0,0,0,0,0,0,0,0
"Explain the role of the midwife in assessment of foetal and maternal well-being during pregnancy, labour, birth and the puerperium;",21,99,99,37.24,25.77,21,28.57,85.71,52.38,0,0,0,0,0,0,0,0,14.29,19.05,4.76,4.76,9.52,0,9.52,4.76,0,0,0,0,9.52,4.76,4.76,0,4.76,0,23.81,9.52,0,4.76,0,4.76,4.76,0,0,0,0,0,0,0,0,0,4.76,0,4.76,4.76,0,0,0,0,0,0,0,0,4.76,0,14.29,0,4.76,9.52,4.76,0,0,0,0,0,4.76,0,0,0,4.76,0,19.05,0,9.52,0,4.76,0,0,4.76,0,0,0,0
"Explain the role of the road system and the associated role of advanced technology or intelligent transport systems (ITS), in providing mobility and accessibility for the community",27,99,93.07,79.42,88.52,27,40.74,88.89,44.44,3.7,0,0,0,0,0,0,3.7,14.81,14.81,0,0,11.11,0,3.7,0,0,0,0,0,3.7,3.7,0,0,0,0,18.52,0,0,0,0,7.41,3.7,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,11.11,3.7,3.7,0,7.41,0,0,3.7,0,18.52,11.11,7.41,0,3.7,0,0,0,0,0,0,0,0,0,0,0,11.11,0,3.7,0,0,0,0,0,0,0,7.41,0
Explain the role of theory in occupational therapy research;,9,99,98.62,58.07,25.77,9,44.44,100,33.33,0,0,0,0,0,0,0,0,11.11,22.22,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,22.22,11.11,0,0,11.11,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,11.11,0,22.22,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0
explain the role of treasury operations in an international or a local bank,13,99,77.92,99,99,13,30.77,100,46.15,0,0,0,0,0,0,0,0,23.08,15.38,0,0,7.69,0,7.69,0,0,0,0,0,7.69,7.69,0,0,0,0,15.38,0,0,0,0,15.38,7.69,0,0,7.69,0,7.69,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,23.08,0,23.08,0,15.38,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
explain the role of volatility modelling in the measurement of risk and in the pricing of financial derivatives,18,99,86.68,23.51,1,18,38.89,77.78,50,0,0,0,0,0,0,0,0,16.67,27.78,0,0,5.56,0,5.56,0,0,0,0,0,5.56,0,5.56,5.56,0,0,11.11,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,5.56,0,5.56,0,11.11,0,11.11,0,5.56,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Explain the role played by the practitioner in the application of safety principles within the MRI suite,17,99,88.03,28.81,99,17,23.53,82.35,47.06,0,0,0,0,0,0,0,0,23.53,23.53,0,0,0,0,11.76,0,0,0,0,0,11.76,11.76,0,0,0,0,11.76,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,5.88,0,0,0,0,5.88,5.88,5.88,0,11.76,0,11.76,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Explain the role played by the practitioner/researcher in the application of safety principles within the MRI suite.,18,99,86.68,23.51,99,18,27.78,83.33,44.44,0,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,5.56,0,0,0,0,5.56,5.56,5.56,0,11.11,0,11.11,0,11.11,5.56,0,0,0,0,0,0,0,0,0,0,11.11,5.56,0,0,0,0,0,0,0,0,0,5.56
"Explain the role played by the radiographer in the application of safety and quality assurance and quality control principles within the MRI suite, including comprehensively and critically describing pre-scanning screening of MRI patients, and safety issues involved in the use of gadolinium-based contrast agents.",46,99,74.3,4.59,99,46,39.13,76.09,36.96,0,0,0,0,0,0,0,0,10.87,17.39,0,0,8.7,0,10.87,0,0,0,0,0,8.7,8.7,0,0,0,0,6.52,0,0,0,0,13.04,4.35,6.52,0,0,2.17,0,4.35,2.17,2.17,0,4.35,0,4.35,0,0,6.52,0,0,2.17,0,4.35,2.17,4.35,0,6.52,0,6.52,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,10.87,2.17,4.35,0,0,0,0,4.35,0,0,0,0
Explain the role played by the radiographer in the application of safety principles within the MRI suite.,17,99,88.03,28.81,99,17,23.53,88.24,47.06,0,0,0,0,0,0,0,0,23.53,23.53,0,0,0,0,11.76,0,0,0,0,0,11.76,11.76,0,0,0,0,11.76,0,0,0,0,5.88,5.88,0,0,0,0,0,5.88,0,5.88,0,5.88,0,5.88,0,0,5.88,0,0,0,0,5.88,5.88,5.88,0,11.76,0,11.76,0,5.88,11.76,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0
Explain the role played by these ideologies in the events and conflicts studied in the unit;,16,99,89.42,35.37,99,16,25,75,50,6.25,0,0,0,0,0,0,6.25,18.75,18.75,0,0,6.25,0,18.75,0,0,0,0,0,6.25,6.25,0,0,0,0,12.5,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,12.5,0,12.5,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0
"Explain the role that globalisation plays in global inequalities and the impact and responses of different individuals, collectives and environments;",20,93.26,69.14,99,96.76,20,40,90,40,5,0,0,0,0,0,0,5,10,10,0,0,15,0,5,5,5,0,0,5,5,5,0,0,0,0,15,0,0,0,0,20,5,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,5,0,5,0,0,0,0,0,0,0
"Explain the role that microorganisms play in the preservation, fermentation, preparation and spoilage of food;",15,99,90.87,10.08,99,15,40,73.33,40,6.67,0,0,0,0,0,0,6.67,13.33,13.33,0,0,6.67,0,6.67,0,0,0,0,0,6.67,6.67,0,0,0,0,13.33,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,6.67,6.67,6.67,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,20,0,13.33,0,6.67,0,0,0,0,0,0,0
explain the role that records and archives play in organisations and society;,12,81.63,99,23.51,99,12,41.67,75,41.67,8.33,0,0,0,0,0,0,8.33,8.33,8.33,0,0,16.67,0,8.33,0,0,0,0,0,8.33,8.33,0,0,0,0,25,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0
"Explain the role that schools play in promoting health and wellbeing within contemporary public health, wellbeing and education policy",19,93.26,94.27,19.27,99,19,36.84,94.74,31.58,5.26,0,0,0,0,0,0,5.26,5.26,10.53,0,0,10.53,0,5.26,0,0,0,0,0,15.79,15.79,0,0,0,0,15.79,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,21.05,0,21.05,0,0,15.79,0,5.26,10.53,5.26,0,0,5.26,0,10.53,0,10.53,0,21.05,5.26,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0
explain the roles and functions of human resource management (HRM),10,98.58,99,3.37,25.77,10,40,80,30,0,0,0,0,0,0,0,0,10,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0
explain the roles and functions of not-for-profit organisations,10,98.58,50,43.37,99,10,30,80,50,0,0,0,0,0,0,0,0,10,20,0,0,10,10,10,0,0,0,0,0,10,10,0,0,0,0,20,0,0,0,0,20,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0
"Explain the roles and responsibilities of clients, system users, management and developers in a development project;",16,99,89.42,7.84,25.77,16,43.75,87.5,37.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,6.25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,6.25,0,6.25,0,6.25,0,37.5,0,0,0,0,0,0,0,0,0,0,0,18.75,0,12.5,0,6.25,0,0,0,0,0,0,0
"Explain the roles and responsibilities of clients, system users, service providers, management and developers in the implementation phase of an IT project;",22,99,81.84,2.4,25.77,22,40.91,77.27,40.91,4.55,0,0,0,0,0,0,4.55,13.64,13.64,0,0,9.09,0,4.55,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,4.55,0,4.55,0,4.55,0,27.27,0,0,0,0,0,0,0,0,0,0,0,18.18,0,13.64,0,4.55,0,0,0,0,0,0,0
Explain the roles of data warehousing architecture and the concepts of granularity in data warehousing;,15,99,90.87,82.75,25.77,15,40,66.67,40,0,0,0,0,0,0,0,0,13.33,20,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,20,0,20,0,13.33,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0
Explain the roles of different cellular compartments and organelles in cellular functions.,12,99,79.76,74.76,25.77,12,58.33,66.67,33.33,0,0,0,0,0,0,0,0,8.33,16.67,0,0,8.33,0,8.33,16.67,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
"Explain the roles of likelihood models, missing data, and Bayesian inference and formalise parameter estimation problems in complex applications using these concepts.",22,93.26,81.84,11,1,22,54.55,68.18,27.27,4.55,0,0,0,0,0,0,4.55,4.55,9.09,0,0,9.09,0,13.64,4.55,0,0,0,0,9.09,0,9.09,0,0,4.55,9.09,0,0,0,0,27.27,13.64,9.09,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,4.55,0,4.55,0,4.55,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,13.64,4.55,9.09,0,0,0,0,0,0,0,0,0
"Explain the roles of the cardiovascular, respiratory, lymphatic, endocrine, digestive and urinary systems and how they contribute to homeostasis.",19,86.88,94.27,1,25.77,19,52.63,73.68,42.11,5.26,5.26,0,0,0,0,5.26,0,10.53,10.53,0,5.26,15.79,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,15.79,0,0,0,0,10.53,5.26,5.26,0,0,0,0,0,0,0,0,21.05,5.26,15.79,0,5.26,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.32,5.26,21.05,0,0,0,0,0,0,0,0,0
Explain the scale and complexity of enterprise system packages with specific reference to enterprise resource planning systems in large scale organisations;,21,99,68.29,68.01,25.77,21,52.38,61.9,28.57,0,0,0,0,0,0,0,0,4.76,19.05,0,0,4.76,0,4.76,9.52,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,19.05,14.29,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,9.52,0,4.76,4.76,0,0,0,4.76,4.76,9.52,0,9.52,0,4.76,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,4.76,0,0,0,0,0,0,0
Explain the scientific and regulatory stages involved in taking a drug candidate to a registered pharmaceutical product.,17,99,88.03,6.2,25.77,17,47.06,88.24,35.29,0,0,0,0,0,0,0,0,17.65,11.76,0,0,5.88,0,11.76,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,11.76,5.88,5.88,0,0,0,0,0,0,0,0,11.76,0,11.76,0,0,11.76,0,0,5.88,5.88,0,0,5.88,0,5.88,0,5.88,0,23.53,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0
Explain the scientific basis of the various food processing unit operations;,11,99,81.84,2.4,25.77,11,45.45,81.82,27.27,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,9.09,9.09,9.09,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,18.18,9.09,9.09,0,0,0,0,0,0,0,0,18.18,0,9.09,0,9.09,0,0,0,0,0,0,0,9.09,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0
Explain the scientific basis of the various preservation techniques and to be able to apply the appropriate preservation techniques for different foods;,22,99,50,2.4,25.77,22,40.91,77.27,40.91,0,0,0,0,0,0,0,0,13.64,18.18,4.55,0,4.55,0,9.09,13.64,9.09,0,0,4.55,0,0,0,0,0,0,4.55,0,0,0,0,13.64,4.55,4.55,0,0,0,4.55,0,0,0,0,4.55,0,0,0,4.55,4.55,0,4.55,0,0,0,0,9.09,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,4.55,0,0,0,0,0,0,0
"Explain the scientific concepts involving the production and properties of ionising and non-ionising radiation, and the physical processes involved in the interactions of ionising and non-ionising radiation with matter;",31,99,90.14,1,25.77,31,51.61,61.29,38.71,0,0,0,0,0,0,0,0,12.9,12.9,0,0,12.9,0,3.23,3.23,0,0,0,0,0,0,0,0,0,0,12.9,0,0,0,0,6.45,3.23,3.23,0,0,0,0,0,0,0,0,3.23,0,3.23,0,0,3.23,3.23,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,0,0,0,0,0,0,0,0,0,0,0,12.9,0,3.23,0,3.23,0,0,6.45,0,0,0,0
Explain the scientific principles underpinning computed tomography;,7,99,92.33,13.15,25.77,7,85.71,57.14,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0
Explain the scope of fluid dynamics in the physical sciences;,10,99,84.14,43.37,25.77,10,40,70,40,0,0,0,0,0,0,0,0,20,20,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0
Explain the senses in which your art practice involves research.,10,93.26,99,93.3,25.77,10,40,100,40,20,10,0,0,10,0,0,10,10,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,30,0,0,0,0,20,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,20,0,10,0,10,0,20,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
explain the sequence of procedures that should be applied to analyse a given dataset.,14,97.73,76.25,13.15,25.77,14,42.86,78.57,50,7.14,0,0,0,0,0,0,7.14,14.29,14.29,14.29,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,21.43,14.29,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,14.29,0,7.14,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
Explain the significance of communication in development studies;,8,99,99,74.76,25.77,8,62.5,87.5,37.5,0,0,0,0,0,0,0,0,12.5,25,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,0,12.5,0,12.5,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0
explain the significance of companies as entities for carrying on business in Malaysia,13,99,77.92,94.81,25.77,13,53.85,76.92,46.15,0,0,0,0,0,0,0,0,7.69,38.46,0,0,7.69,0,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,23.08,7.69,15.38,0,15.38,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
